componente,ano4,codusu,nro_hogar,Sexo,ch06,ch07,ch08,nivel_ed,estado,cat_ocup,cat_inac,itf,ipcf,pp07h,pp03c,p47t,p21,pp03g,Edad,adulto_equiv,ad_equiv_hogar,ingreso_necesario,pobre,edad2,ch10,ch12,ch13,ch14,educ,itf_2025,linea_pobreza,pp3e_tot,pp3f_tot,ch03,horastrab,ix_tot
2.0,2005,141185,1,Mujer,36,Unido,Obra social (incluye PAMI),Secundaria Incompleta,Ocupado,Obrero o empleado,,1200.0,400.0,No,...un sólo empleo/ocupación/actividad?,600.0,600.0,No,30 a 45 años,0.77,2.14,438.8498,0,1296,2,4,2,4.0,12.0,1259389.057008956,460568.8631588075,55.0,0.0,2,55.0,3.0
3.0,2005,141185,1,Varón,1,Soltero,Obra social (incluye PAMI),Sin instrucción,Menor de 10 años,,Menor de 6 años,1200.0,400.0,,,0.0,0.0,,1 años,0.37,2.14,438.8498,0,1,0,0,0,,0.0,1259389.057008956,460568.8631588075,0.0,0.0,3,0.0,3.0
1.0,2005,142350,1,Varón,40,Unido,No paga ni le descuentan,Primaria Completa,Ocupado,Cuenta propia,,2200.0,440.0,,...un sólo empleo/ocupación/actividad?,700.0,700.0,Sí,30 a 45 años,1.0,3.76,771.0631999999999,0,1600,2,1,1,,1.0,2308879.937849753,809223.7969519234,20.0,0.0,1,20.0,5.0
2.0,2005,142350,1,Mujer,32,Unido,No paga ni le descuentan,Primaria Completa,Ocupado,Obrero o empleado,,2200.0,440.0,No,...un sólo empleo/ocupación/actividad?,1500.0,1500.0,No,30 a 45 años,0.77,3.76,771.0631999999999,0,1024,2,1,1,,1.0,2308879.937849753,809223.7969519234,46.0,0.0,2,46.0,5.0
3.0,2005,142350,1,Mujer,9,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Menor de 10 años,,Estudiante,2200.0,440.0,,,0.0,0.0,,9 años,0.69,3.76,771.0631999999999,0,81,1,3,2,3.0,4.0,2308879.937849753,809223.7969519234,0.0,0.0,3,0.0,5.0
4.0,2005,142350,1,Varón,7,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Menor de 10 años,,Estudiante,2200.0,440.0,,,0.0,0.0,,7 años,0.66,3.76,771.0631999999999,0,49,1,3,2,2.0,3.0,2308879.937849753,809223.7969519234,0.0,0.0,3,0.0,5.0
5.0,2005,142350,1,Mujer,6,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Menor de 10 años,,Estudiante,2200.0,440.0,,,0.0,0.0,,6 años,0.64,3.76,771.0631999999999,0,36,1,3,2,0.0,1.0,2308879.937849753,809223.7969519234,0.0,0.0,3,0.0,5.0
1.0,2005,143295,1,Mujer,57,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Ocupado,Obrero o empleado,,243.0,243.0,No,...un sólo empleo/ocupación/actividad?,243.0,200.0,Sí,46 a 60 años,0.76,0.76,155.8532,0,3249,2,1,2,4.0,0.0,255026.28404431362,163566.51214985686,20.0,0.0,1,20.0,1.0
1.0,2005,143667,1,Mujer,35,Separado o divorciado,Obra social (incluye PAMI),Superior Universitaria Incompleta,Ocupado,Obrero o empleado,,1920.0,640.0,Sí,...un sólo empleo/ocupación/actividad?,1920.0,1200.0,No,30 a 45 años,0.77,2.27,465.5089,0,1225,2,6,2,2.0,15.0,2015022.4912143298,488547.3455002304,98.0,0.0,1,,3.0
2.0,2005,143667,1,Mujer,14,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Estudiante,1920.0,640.0,,,0.0,0.0,,14 años,0.76,2.27,465.5089,0,196,1,3,2,8.0,9.0,2015022.4912143298,488547.3455002304,0.0,0.0,3,0.0,3.0
3.0,2005,143667,1,Mujer,12,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,,Estudiante,1920.0,640.0,,,0.0,0.0,,12 años,0.74,2.27,465.5089,0,144,1,3,2,6.0,7.0,2015022.4912143298,488547.3455002304,0.0,0.0,3,0.0,3.0
1.0,2005,144765,1,Mujer,70,Viudo,Obra social (incluye PAMI),Secundaria Completa,Inactivo,,Jubilado/pensionado,2490.0,2490.0,,,2490.0,0.0,,61 a 75 años,0.67,0.67,137.39690000000002,0,4900,2,4,1,,13.0,2613232.293293584,144196.7936057949,0.0,0.0,1,0.0,1.0
1.0,2005,145684,2,Varón,37,Soltero,No paga ni le descuentan,Primaria Completa,Ocupado,Obrero o empleado,,600.0,600.0,No,...un sólo empleo/ocupación/actividad?,600.0,600.0,No,30 a 45 años,1.0,1.0,205.07,0,1369,2,1,1,,1.0,629694.528504478,215219.09493402217,48.0,0.0,1,48.0,1.0
1.0,2005,146186,1,Varón,35,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Ocupado,Obrero o empleado,,1950.0,1950.0,Sí,...un sólo empleo/ocupación/actividad?,1950.0,1400.0,No,30 a 45 años,1.0,1.0,205.07,0,1225,2,4,2,4.0,12.0,2046507.2176395536,215219.09493402217,60.0,0.0,1,60.0,1.0
1.0,2005,146522,1,Varón,41,Unido,No paga ni le descuentan,Secundaria Completa,Ocupado,Obrero o empleado,,1990.0,284.2857142857143,Sí,...un sólo empleo/ocupación/actividad?,1000.0,1000.0,No,30 a 45 años,1.0,5.57,1142.2399,0,1681,2,4,1,,13.0,2088486.8528731856,1198770.3587825038,84.0,0.0,1,84.0,7.0
2.0,2005,146522,1,Mujer,48,Unido,No paga ni le descuentan,Secundaria Completa,Inactivo,,Ama de casa,1990.0,284.2857142857143,,,100.0,0.0,,46 a 60 años,0.76,5.57,1142.2399,0,2304,2,4,1,,13.0,2088486.8528731856,1198770.3587825038,0.0,0.0,2,0.0,7.0
3.0,2005,146522,1,Mujer,18,Soltero,No paga ni le descuentan,Primaria Completa,Desocupado,Obrero o empleado,,1990.0,284.2857142857143,,,0.0,0.0,,18 a 29 años,0.76,5.57,1142.2399,0,324,2,1,1,,1.0,2088486.8528731856,1198770.3587825038,0.0,0.0,3,0.0,7.0
4.0,2005,146522,1,Mujer,12,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Inactivo,,Estudiante,1990.0,284.2857142857143,,,0.0,0.0,,12 años,0.74,5.57,1142.2399,0,144,1,3,2,6.0,7.0,2088486.8528731856,1198770.3587825038,0.0,0.0,3,0.0,7.0
5.0,2005,146522,1,Varón,15,Soltero,No paga ni le descuentan,Secundaria Incompleta,Inactivo,,Estudiante,1990.0,284.2857142857143,,,0.0,0.0,,15 años,1.0,5.57,1142.2399,0,225,1,5,2,0.0,10.0,2088486.8528731856,1198770.3587825038,0.0,0.0,3,0.0,7.0
6.0,2005,146522,1,Mujer,20,Soltero,Obra social (incluye PAMI),Primaria Completa,Ocupado,Obrero o empleado,,1990.0,284.2857142857143,Sí,...un sólo empleo/ocupación/actividad?,890.0,890.0,No,18 a 29 años,0.76,5.57,1142.2399,0,400,2,1,1,,1.0,2088486.8528731856,1198770.3587825038,40.0,0.0,3,40.0,7.0
7.0,2005,146522,1,Mujer,4,Soltero,Obra social (incluye PAMI),Sin instrucción,Menor de 10 años,,Menor de 6 años,1990.0,284.2857142857143,,,0.0,0.0,,4 años,0.55,5.57,1142.2399,0,16,1,0,2,0.0,,2088486.8528731856,1198770.3587825038,0.0,0.0,5,0.0,7.0
1.0,2005,146778,1,Varón,42,Casado,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Obrero o empleado,,2800.0,560.0,Sí,...un sólo empleo/ocupación/actividad?,1800.0,1800.0,No,30 a 45 años,1.0,4.29,879.7502999999999,0,1764,2,4,1,,13.0,2938574.466354231,923289.9172669551,60.0,0.0,1,60.0,5.0
2.0,2005,146778,1,Mujer,42,Casado,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Ama de casa,2800.0,560.0,,,0.0,0.0,,30 a 45 años,0.77,4.29,879.7502999999999,0,1764,2,4,2,3.0,11.0,2938574.466354231,923289.9172669551,0.0,0.0,2,0.0,5.0
3.0,2005,146778,1,Mujer,18,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Estudiante,2800.0,560.0,,,0.0,0.0,,18 a 29 años,0.76,4.29,879.7502999999999,0,324,1,5,2,2.0,12.0,2938574.466354231,923289.9172669551,0.0,0.0,3,0.0,5.0
4.0,2005,146778,1,Mujer,12,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,,Estudiante,2800.0,560.0,,,0.0,0.0,,12 años,0.74,4.29,879.7502999999999,0,144,1,3,2,6.0,7.0,2938574.466354231,923289.9172669551,0.0,0.0,3,0.0,5.0
5.0,2005,146778,1,Varón,22,Soltero,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Obrero o empleado,,2800.0,560.0,Sí,...un sólo empleo/ocupación/actividad?,1000.0,1000.0,No,18 a 29 años,1.02,4.29,879.7502999999999,0,484,2,4,1,,13.0,2938574.466354231,923289.9172669551,76.0,0.0,3,76.0,5.0
1.0,2005,148938,1,Varón,50,Casado,Obra social (incluye PAMI),Primaria Completa,Ocupado,Obrero o empleado,,4220.0,527.5,Sí,...un sólo empleo/ocupación/actividad?,1560.0,1560.0,No,46 a 60 años,1.0,6.11,1252.9777,0,2500,2,1,1,,1.0,4428851.517148162,1314988.6700468755,48.0,0.0,1,48.0,8.0
2.0,2005,148938,1,Mujer,45,Casado,Obra social (incluye PAMI),Primaria Completa,Ocupado,Obrero o empleado,,4220.0,527.5,No,...un sólo empleo/ocupación/actividad?,300.0,300.0,No,30 a 45 años,0.77,6.11,1252.9777,0,2025,2,1,1,,1.0,4428851.517148162,1314988.6700468755,18.0,0.0,2,18.0,8.0
3.0,2005,148938,1,Varón,23,Unido,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Obrero o empleado,,4220.0,527.5,Sí,...un sólo empleo/ocupación/actividad?,2360.0,2360.0,No,18 a 29 años,1.02,6.11,1252.9777,0,529,2,4,1,,13.0,4428851.517148162,1314988.6700468755,40.0,0.0,3,40.0,8.0
4.0,2005,148938,1,Mujer,12,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,,Estudiante,4220.0,527.5,,,0.0,0.0,,12 años,0.74,6.11,1252.9777,0,144,1,3,2,6.0,7.0,4428851.517148162,1314988.6700468755,0.0,0.0,3,0.0,8.0
5.0,2005,148938,1,Varón,10,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,,Estudiante,4220.0,527.5,,,0.0,0.0,,10 años,0.79,6.11,1252.9777,0,100,1,3,2,4.0,5.0,4428851.517148162,1314988.6700468755,0.0,0.0,3,0.0,8.0
6.0,2005,148938,1,Mujer,23,Unido,Obra social (incluye PAMI),Superior Universitaria Incompleta,Inactivo,,Ama de casa,4220.0,527.5,,,0.0,0.0,,18 a 29 años,0.76,6.11,1252.9777,0,529,2,7,2,1.0,14.0,4428851.517148162,1314988.6700468755,0.0,0.0,4,0.0,8.0
7.0,2005,148938,1,Mujer,7,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Menor de 10 años,,Estudiante,4220.0,527.5,,,0.0,0.0,,7 años,0.66,6.11,1252.9777,0,49,1,3,2,1.0,2.0,4428851.517148162,1314988.6700468755,0.0,0.0,5,0.0,8.0
8.0,2005,148938,1,Varón,1,Soltero,Obra social (incluye PAMI),Sin instrucción,Menor de 10 años,,Menor de 6 años,4220.0,527.5,,,0.0,0.0,,1 años,0.37,6.11,1252.9777,0,1,0,0,0,,0.0,4428851.517148162,1314988.6700468755,0.0,0.0,5,0.0,8.0
1.0,2005,149144,1,Varón,22,Unido,No paga ni le descuentan,Secundaria Incompleta,Ocupado,Cuenta propia,,800.0,200.0,,...un sólo empleo/ocupación/actividad?,800.0,800.0,No,18 a 29 años,1.02,2.64,541.3848,0,484,2,4,2,2.0,10.0,839592.7046726374,568178.4106258187,84.0,0.0,1,84.0,4.0
2.0,2005,149144,1,Mujer,25,Unido,No paga ni le descuentan,Secundaria Incompleta,Inactivo,,Ama de casa,800.0,200.0,,,0.0,0.0,,18 a 29 años,0.76,2.64,541.3848,0,625,2,4,2,2.0,10.0,839592.7046726374,568178.4106258187,0.0,0.0,2,0.0,4.0
3.0,2005,149144,1,Varón,3,Soltero,No paga ni le descuentan,Sin instrucción,Menor de 10 años,,Menor de 6 años,800.0,200.0,,,0.0,0.0,,3 años,0.51,2.64,541.3848,0,9,3,0,0,,0.0,839592.7046726374,568178.4106258187,0.0,0.0,3,0.0,4.0
4.0,2005,149144,1,Varón,0,Soltero,No paga ni le descuentan,Sin instrucción,Menor de 10 años,,Menor de 6 años,800.0,200.0,,,0.0,0.0,,0 años,0.35,2.64,541.3848,0,0,0,0,0,,0.0,839592.7046726374,568178.4106258187,0.0,0.0,3,0.0,4.0
1.0,2005,149184,1,Varón,18,Unido,No paga ni le descuentan,Primaria Completa,Ocupado,Obrero o empleado,,360.0,180.0,No,...un sólo empleo/ocupación/actividad?,0.0,0.0,No,18 a 29 años,1.02,1.78,365.0246,1,324,2,1,1,,1.0,377816.7171026868,383089.98898255953,35.0,0.0,1,35.0,2.0
2.0,2005,149184,1,Mujer,26,Unido,No paga ni le descuentan,Superior Universitaria Incompleta,Desocupado,Obrero o empleado,,360.0,180.0,,,360.0,0.0,,18 a 29 años,0.76,1.78,365.0246,1,676,2,6,2,3.0,15.0,377816.7171026868,383089.98898255953,0.0,0.0,2,0.0,2.0
1.0,2005,149541,1,Varón,30,Unido,Obra social (incluye PAMI),Secundaria Incompleta,Ocupado,Obrero o empleado,,600.0,100.0,Sí,...un sólo empleo/ocupación/actividad?,600.0,600.0,Sí,30 a 45 años,1.0,4.39,900.2572999999999,1,900,2,4,2,4.0,12.0,629694.528504478,944811.8267603572,35.0,0.0,1,35.0,6.0
2.0,2005,149541,1,Mujer,28,Unido,Obra social (incluye PAMI),Primaria Completa,Inactivo,,Ama de casa,600.0,100.0,,,0.0,0.0,,18 a 29 años,0.76,4.39,900.2572999999999,1,784,2,1,1,,1.0,629694.528504478,944811.8267603572,0.0,0.0,2,0.0,6.0
3.0,2005,149541,1,Varón,11,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,,Estudiante,600.0,100.0,,,0.0,0.0,,11 años,0.82,4.39,900.2572999999999,1,121,1,3,2,5.0,6.0,629694.528504478,944811.8267603572,0.0,0.0,3,0.0,6.0
4.0,2005,149541,1,Mujer,9,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Menor de 10 años,,Estudiante,600.0,100.0,,,0.0,0.0,,9 años,0.69,4.39,900.2572999999999,1,81,1,3,2,3.0,4.0,629694.528504478,944811.8267603572,0.0,0.0,3,0.0,6.0
5.0,2005,149541,1,Varón,7,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Menor de 10 años,,Estudiante,600.0,100.0,,,0.0,0.0,,7 años,0.66,4.39,900.2572999999999,1,49,1,3,2,1.0,2.0,629694.528504478,944811.8267603572,0.0,0.0,3,0.0,6.0
6.0,2005,149541,1,Mujer,2,Soltero,Obra social (incluye PAMI),Sin instrucción,Menor de 10 años,,Menor de 6 años,600.0,100.0,,,0.0,0.0,,2 años,0.46,4.39,900.2572999999999,1,4,3,0,0,,0.0,629694.528504478,944811.8267603572,0.0,0.0,3,0.0,6.0
1.0,2005,151007,1,Varón,43,Soltero,No paga ni le descuentan,Primaria Completa,Ocupado,Obrero o empleado,,100.0,100.0,No,...un sólo empleo/ocupación/actividad?,100.0,0.0,Sí,30 a 45 años,1.0,1.0,205.07,1,1849,2,1,1,,1.0,104949.08808407967,215219.09493402217,36.0,0.0,1,36.0,1.0
1.0,2005,151091,1,Varón,48,Casado,No paga ni le descuentan,Primaria Completa,Ocupado,Obrero o empleado,,500.0,166.66666666666666,No,...un sólo empleo/ocupación/actividad?,500.0,500.0,No,46 a 60 años,1.0,2.81,576.2467,1,2304,2,1,1,,1.0,524745.4404203984,604765.6567646024,48.0,0.0,1,48.0,3.0
2.0,2005,151091,1,Mujer,44,Casado,No paga ni le descuentan,Primaria Completa,Inactivo,,Ama de casa,500.0,166.66666666666666,,,0.0,0.0,,30 a 45 años,0.77,2.81,576.2467,1,1936,2,1,1,,1.0,524745.4404203984,604765.6567646024,0.0,0.0,2,0.0,3.0
3.0,2005,151091,1,Varón,17,Soltero,No paga ni le descuentan,Secundaria Incompleta,Inactivo,,Estudiante,500.0,166.66666666666666,,,0.0,0.0,,17 años,1.04,2.81,576.2467,1,289,1,5,2,2.0,12.0,524745.4404203984,604765.6567646024,0.0,0.0,3,0.0,3.0
1.0,2005,151253,1,Mujer,69,Viudo,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Inactivo,,Ama de casa,1050.0,350.0,,,0.0,0.0,,61 a 75 años,0.67,2.44,500.3708,0,4761,2,1,2,2.0,0.0,1101965.4248828366,525134.5916390141,0.0,0.0,1,0.0,3.0
2.0,2005,151253,1,Varón,33,Soltero,No paga ni le descuentan,Primaria Completa,Ocupado,Cuenta propia,,1050.0,350.0,,...un sólo empleo/ocupación/actividad?,600.0,600.0,No,30 a 45 años,1.0,2.44,500.3708,0,1089,2,1,1,,1.0,1101965.4248828366,525134.5916390141,40.0,0.0,3,40.0,3.0
3.0,2005,151253,1,Mujer,33,Soltero,No paga ni le descuentan,Secundaria Completa,Ocupado,Obrero o empleado,,1050.0,350.0,No,...más de un empleo/ocupación/actividad?,450.0,250.0,No,30 a 45 años,0.77,2.44,500.3708,0,1089,2,4,1,,13.0,1101965.4248828366,525134.5916390141,20.0,15.0,3,35.0,3.0
1.0,2005,153274,1,Varón,55,Viudo,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Obrero o empleado,,5000.0,5000.0,Sí,...un sólo empleo/ocupación/actividad?,5000.0,5000.0,No,46 a 60 años,1.0,1.0,205.07,0,3025,2,4,1,,13.0,5247454.404203984,215219.09493402217,84.0,0.0,1,84.0,1.0
1.0,2005,153402,1,Varón,44,Unido,No paga ni le descuentan,Secundaria Incompleta,Ocupado,Obrero o empleado,,500.0,71.42857142857143,No,...un sólo empleo/ocupación/actividad?,500.0,500.0,No,30 a 45 años,1.0,5.71,1170.9497,1,1936,2,4,2,4.0,12.0,524745.4404203984,1228901.0320732666,64.0,0.0,1,64.0,7.0
2.0,2005,153402,1,Mujer,34,Unido,No paga ni le descuentan,Secundaria Incompleta,Inactivo,,Ama de casa,500.0,71.42857142857143,,,0.0,0.0,,30 a 45 años,0.77,5.71,1170.9497,1,1156,2,4,2,2.0,10.0,524745.4404203984,1228901.0320732666,0.0,0.0,2,0.0,7.0
3.0,2005,153402,1,Varón,17,Soltero,No paga ni le descuentan,Secundaria Incompleta,Inactivo,,Estudiante,500.0,71.42857142857143,,,0.0,0.0,,17 años,1.04,5.71,1170.9497,1,289,1,5,2,1.0,11.0,524745.4404203984,1228901.0320732666,0.0,0.0,3,0.0,7.0
4.0,2005,153402,1,Mujer,14,Soltero,No paga ni le descuentan,Secundaria Incompleta,Inactivo,,Estudiante,500.0,71.42857142857143,,,0.0,0.0,,14 años,0.76,5.71,1170.9497,1,196,1,3,2,8.0,9.0,524745.4404203984,1228901.0320732666,0.0,0.0,3,0.0,7.0
5.0,2005,153402,1,Varón,10,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Inactivo,,Estudiante,500.0,71.42857142857143,,,0.0,0.0,,10 años,0.79,5.71,1170.9497,1,100,1,3,2,5.0,6.0,524745.4404203984,1228901.0320732666,0.0,0.0,3,0.0,7.0
6.0,2005,153402,1,Varón,9,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Menor de 10 años,,Estudiante,500.0,71.42857142857143,,,0.0,0.0,,9 años,0.69,5.71,1170.9497,1,81,1,3,2,3.0,4.0,524745.4404203984,1228901.0320732666,0.0,0.0,3,0.0,7.0
7.0,2005,153402,1,Varón,7,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Menor de 10 años,,Estudiante,500.0,71.42857142857143,,,0.0,0.0,,7 años,0.66,5.71,1170.9497,1,49,1,3,2,1.0,2.0,524745.4404203984,1228901.0320732666,0.0,0.0,3,0.0,7.0
1.0,2005,154001,1,Mujer,38,Separado o divorciado,No paga ni le descuentan,Secundaria Incompleta,Ocupado,Cuenta propia,,600.0,300.0,,...más de un empleo/ocupación/actividad?,200.0,200.0,Sí,30 a 45 años,0.77,1.47,301.4529,0,1444,2,4,2,1.0,9.0,629694.528504478,316372.0695530126,12.0,12.0,1,24.0,2.0
2.0,2005,154001,1,Mujer,10,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,,Estudiante,600.0,300.0,,,400.0,0.0,,10 años,0.7,1.47,301.4529,0,100,1,3,2,5.0,6.0,629694.528504478,316372.0695530126,0.0,0.0,3,0.0,2.0
1.0,2005,154318,1,Varón,74,Viudo,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,,Jubilado/pensionado,1000.0,1000.0,,,1000.0,0.0,,61 a 75 años,0.83,0.83,170.20809999999997,0,5476,2,1,2,5.0,0.0,1049490.8808407967,178631.8487952384,0.0,0.0,1,0.0,1.0
1.0,2005,154704,1,Varón,58,Unido,Obra social (incluye PAMI),Primaria Completa,Ocupado,Patrón,,3050.0,1525.0,,...un sólo empleo/ocupación/actividad?,3050.0,2200.0,No,46 a 60 años,1.0,1.77,362.9739,0,3364,2,1,1,,1.0,3200947.18656443,380937.7980332193,20.0,0.0,1,20.0,2.0
2.0,2005,154704,1,Mujer,44,Unido,Obra social (incluye PAMI),Primaria Completa,Inactivo,,Ama de casa,3050.0,1525.0,,,0.0,0.0,,30 a 45 años,0.77,1.77,362.9739,0,1936,2,1,1,,1.0,3200947.18656443,380937.7980332193,0.0,0.0,2,0.0,2.0
1.0,2005,156245,2,Mujer,19,Soltero,Obra social (incluye PAMI),Superior Universitaria Incompleta,Inactivo,,Estudiante,800.0,400.0,,,300.0,0.0,,18 a 29 años,0.76,1.52,311.7064,0,361,1,6,2,1.0,14.0,839592.7046726374,327133.0242997137,0.0,0.0,1,0.0,2.0
2.0,2005,156245,2,Mujer,19,Soltero,Obra social (incluye PAMI),Superior Universitaria Incompleta,Inactivo,,Estudiante,800.0,400.0,,,500.0,0.0,,18 a 29 años,0.76,1.52,311.7064,0,361,1,6,2,1.0,14.0,839592.7046726374,327133.0242997137,0.0,0.0,10,0.0,2.0
1.0,2005,156732,1,Varón,78,Casado,Obra social (incluye PAMI),Primaria Completa,Inactivo,,Jubilado/pensionado,3900.0,975.0,,,1100.0,0.0,,más de 75 años,0.74,3.18,652.1226,0,6084,2,1,1,,1.0,4093014.435279107,684396.7218901906,0.0,0.0,1,0.0,4.0
2.0,2005,156732,1,Mujer,68,Casado,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Ama de casa,3900.0,975.0,,,0.0,0.0,,61 a 75 años,0.67,3.18,652.1226,0,4624,2,4,2,2.0,10.0,4093014.435279107,684396.7218901906,0.0,0.0,2,0.0,4.0
3.0,2005,156732,1,Varón,46,Soltero,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,Patrón,,3900.0,975.0,,...un sólo empleo/ocupación/actividad?,2200.0,2200.0,No,46 a 60 años,1.0,3.18,652.1226,0,2116,2,7,1,,19.0,4093014.435279107,684396.7218901906,44.0,0.0,3,44.0,4.0
4.0,2005,156732,1,Mujer,37,Soltero,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Obrero o empleado,,3900.0,975.0,Sí,...un sólo empleo/ocupación/actividad?,600.0,400.0,No,30 a 45 años,0.77,3.18,652.1226,0,1369,2,4,1,,13.0,4093014.435279107,684396.7218901906,30.0,0.0,3,30.0,4.0
1.0,2005,158526,1,Varón,41,Casado,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Obrero o empleado,,3500.0,583.3333333333334,Sí,...un sólo empleo/ocupación/actividad?,2300.0,1800.0,No,30 a 45 años,1.0,5.03,1031.5021,0,1681,2,4,1,,13.0,3673218.0829427885,1082552.0475181316,72.0,0.0,1,72.0,6.0
2.0,2005,158526,1,Mujer,38,Casado,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,Obrero o empleado,,3500.0,583.3333333333334,Sí,,1200.0,800.0,No,30 a 45 años,0.77,5.03,1031.5021,0,1444,2,6,1,,16.0,3673218.0829427885,1082552.0475181316,0.0,0.0,2,0.0,6.0
3.0,2005,158526,1,Varón,15,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Estudiante,3500.0,583.3333333333334,,,0.0,0.0,,15 años,1.0,5.03,1031.5021,0,225,1,5,2,0.0,10.0,3673218.0829427885,1082552.0475181316,0.0,0.0,3,0.0,6.0
4.0,2005,158526,1,Mujer,13,Soltero,Obra social (incluye PAMI),Primaria Completa,Inactivo,,Estudiante,3500.0,583.3333333333334,,,0.0,0.0,,13 años,0.76,5.03,1031.5021,0,169,1,3,2,7.0,8.0,3673218.0829427885,1082552.0475181316,0.0,0.0,3,0.0,6.0
5.0,2005,158526,1,Varón,13,Soltero,Obra social (incluye PAMI),Primaria Completa,Inactivo,,Estudiante,3500.0,583.3333333333334,,,0.0,0.0,,13 años,0.9,5.03,1031.5021,0,169,1,3,2,7.0,8.0,3673218.0829427885,1082552.0475181316,0.0,0.0,3,0.0,6.0
6.0,2005,158526,1,Varón,5,Soltero,Obra social (incluye PAMI),Sin instrucción,Menor de 10 años,,Menor de 6 años,3500.0,583.3333333333334,,,0.0,0.0,,5 años,0.6,5.03,1031.5021,0,25,3,0,0,,0.0,3673218.0829427885,1082552.0475181316,0.0,0.0,3,0.0,6.0
1.0,2005,159524,1,Mujer,71,Viudo,Obra social (incluye PAMI),Primaria Completa,Inactivo,,Jubilado/pensionado,1585.0,528.3333333333334,,,1585.0,0.0,,61 a 75 años,0.67,2.46,504.4722,0,5041,2,1,1,,1.0,1663443.0461326628,529438.9735376945,0.0,0.0,1,0.0,3.0
2.0,2005,159524,1,Varón,16,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Estudiante,1585.0,528.3333333333334,,,0.0,0.0,,16 años,1.03,2.46,504.4722,0,256,1,5,2,0.0,10.0,1663443.0461326628,529438.9735376945,0.0,0.0,9,0.0,3.0
3.0,2005,159524,1,Mujer,20,Soltero,Obra social (incluye PAMI),Superior Universitaria Incompleta,Inactivo,,Estudiante,1585.0,528.3333333333334,,,0.0,0.0,,18 a 29 años,0.76,2.46,504.4722,0,400,1,7,2,0.0,13.0,1663443.0461326628,529438.9735376945,0.0,0.0,9,0.0,3.0
1.0,2005,159553,1,Varón,48,Casado,Obra social (incluye PAMI),Primaria Completa,Ocupado,Obrero o empleado,,845.0,105.625,Sí,...un sólo empleo/ocupación/actividad?,620.0,620.0,No,46 a 60 años,1.0,6.59,1351.4113,1,2304,2,1,1,,1.0,886819.7943104733,1418293.8356152063,44.0,0.0,1,44.0,8.0
2.0,2005,159553,1,Mujer,43,Casado,Obra social (incluye PAMI),Primaria Completa,Ocupado,Obrero o empleado,,845.0,105.625,No,...un sólo empleo/ocupación/actividad?,225.0,175.0,No,30 a 45 años,0.77,6.59,1351.4113,1,1849,2,1,1,,1.0,886819.7943104733,1418293.8356152063,40.0,0.0,2,40.0,8.0
